Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a1,"(25, 2)",8.0,2,5,1,0.43639448906419853,0
0,2,a1,"(1, 9)",11.0,1,1,1,0.29630965141862675,1
0,3,a0,"(45, 20)",20.0,3,5,1,0.1192529208541171,0
0,4,a0,"(31, 43)",24.0,1,1,0,0.7677279670436995,1
0,5,a0,"(36, 9)",14.0,4,4,1,0.21002203703748823,1
0,6,a1,"(11, 9)",21.0,2,1,1,0.7710166395680874,1
0,7,a0,"(16, 38)",18.0,1,6,0,0.6286727396668615,0
0,8,a0,"(25, 17)",22.0,4,6,1,0.9445629936650102,1
0,9,a0,"(25, 40)",21.0,1,4,1,0.13503540910344636,0
0,10,a1,"(12, 12)",7.0,4,4,1,0.2911170028953116,2
0,11,a0,"(4, 47)",9.0,1,2,0,0.4102725008854695,1
0,12,a1,"(4, 24)",23.0,2,7,1,0.6219094629641797,1
0,13,a0,"(38, 19)",23.0,2,6,0,0.7856868928623069,0
0,14,a1,"(21, 39)",23.0,2,8,1,0.29047718286809865,0
0,15,a0,"(11, 29)",10.0,4,2,0,0.8030092361939798,2
0,16,a0,"(30, 35)",21.0,2,4,0,0.9451676862964281,2
0,17,a1,"(39, 23)",10.0,3,3,0,0.752350635445596,0
0,18,a0,"(34, 9)",9.0,4,7,1,0.04572323133985923,0
0,19,a0,"(17, 19)",16.0,2,4,1,0.3798598053323998,2
0,20,a1,"(17, 33)",13.0,4,4,1,0.39968471057483657,1
0,21,a1,"(22, 4)",23.0,2,6,0,0.3053293122523282,0
0,22,a0,"(45, 36)",19.0,2,7,1,0.020346743191331118,1
0,23,a0,"(10, 39)",22.0,4,6,1,0.8282020296676167,1
0,24,a0,"(10, 1)",17.0,3,2,1,0.11260565714613802,1
0,25,a0,"(31, 42)",17.0,1,7,1,0.2714267579367562,1
0,26,a0,"(11, 28)",9.0,2,6,0,0.9457475138341314,2
0,27,a1,"(37, 9)",7.0,3,6,1,0.2240893242652341,1
0,28,a0,"(18, 36)",18.0,1,9,1,0.052892754325595814,1
0,29,a1,"(30, 5)",24.0,1,4,0,0.014615046567276746,2
0,30,a0,"(6, 35)",18.0,2,9,1,0.25837333365498616,0
0,31,a1,"(31, 21)",20.0,2,6,1,0.9560021797775697,1
0,32,a1,"(39, 14)",14.0,3,9,1,0.9121131325352174,1
0,33,a0,"(12, 46)",10.0,1,2,1,0.8860454631896433,0
0,34,a1,"(14, 31)",22.0,2,8,1,0.4404231619244845,2
