Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a0,"(12, 15)",23.0,1,8,1,0.922894776981099,1
0,2,a1,"(7, 4)",20.0,4,4,1,0.6715658727397776,0
0,3,a1,"(2, 23)",14.0,1,2,1,0.31890513678465504,2
0,4,a1,"(27, 1)",7.0,1,7,1,0.1188529743382919,1
0,5,a0,"(40, 14)",25.0,3,6,1,0.05495293259429734,0
0,6,a1,"(37, 15)",16.0,1,9,1,0.9164712421556109,1
0,7,a0,"(46, 34)",20.0,1,1,0,0.6516784975467872,1
0,8,a0,"(29, 46)",23.0,2,2,1,0.4815105016789537,0
0,9,a0,"(15, 24)",14.0,4,5,1,0.1144070905921577,0
0,10,a1,"(48, 32)",22.0,2,3,0,0.4948841133278209,1
0,11,a0,"(34, 6)",23.0,3,4,1,0.2748394665159358,0
0,12,a0,"(44, 36)",22.0,1,3,0,0.23287334482052002,1
0,13,a0,"(45, 23)",10.0,2,8,1,0.07892052554064222,2
0,14,a1,"(44, 18)",19.0,4,1,1,0.6993845086548709,0
0,15,a1,"(9, 32)",17.0,2,5,1,0.3561796629624966,0
0,16,a0,"(6, 39)",11.0,3,3,1,0.7356811135022542,1
0,17,a1,"(7, 27)",16.0,3,5,1,0.6248000912207416,1
0,18,a1,"(47, 32)",20.0,3,3,1,0.8712842860804215,0
0,19,a0,"(43, 23)",20.0,2,4,1,0.3472839227435549,1
0,20,a0,"(9, 2)",9.0,4,7,1,0.2181849219055939,0
0,21,a1,"(12, 28)",25.0,1,7,1,0.5658541719675501,1
0,22,a0,"(6, 24)",23.0,1,2,1,0.3034933639425077,2
0,23,a0,"(45, 21)",17.0,3,9,1,0.285171811251018,1
0,24,a1,"(14, 30)",9.0,4,7,1,0.34038279262862026,2
0,25,a1,"(26, 34)",13.0,3,2,1,0.26570721997640323,1
0,26,a0,"(25, 32)",13.0,4,4,1,0.4556586549595124,2
0,27,a1,"(19, 3)",6.0,3,9,1,0.016973956360865294,2
0,28,a0,"(12, 32)",13.0,4,8,1,0.21305962482208063,0
0,29,a0,"(21, 35)",21.0,3,8,1,0.4727897457544319,0
0,30,a0,"(16, 34)",15.0,3,9,1,0.05768521547315597,2
