Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a0,"(35, 36)",15.0,3,6,1,0.9023144184653613,0
0,2,a1,"(36, 12)",19.0,1,3,0,0.8505321809184717,1
0,3,a0,"(38, 20)",10.0,1,6,1,0.5349454208879715,2
0,4,a0,"(6, 39)",16.0,2,8,0,0.42960698706630285,1
0,5,a0,"(39, 7)",11.0,2,7,1,0.5134009942366274,2
0,6,a0,"(40, 14)",20.0,1,9,1,0.13688217925870683,0
0,7,a1,"(26, 41)",18.0,1,7,1,0.10781133338790916,2
0,8,a0,"(32, 14)",14.0,4,2,1,0.8076969976349845,1
0,9,a1,"(48, 35)",17.0,3,8,1,0.0013467942194805849,2
0,10,a1,"(18, 41)",17.0,4,8,1,0.34178771841261313,2
0,11,a1,"(23, 9)",12.0,2,1,1,0.5276390501938428,2
0,12,a0,"(6, 36)",23.0,4,8,0,0.4991230967066387,0
0,13,a1,"(18, 18)",10.0,2,5,1,0.5631362624434897,1
0,14,a1,"(28, 3)",20.0,2,6,1,0.05911031533136635,1
0,15,a1,"(25, 22)",14.0,2,4,0,0.923449077930606,0
0,16,a1,"(31, 13)",25.0,1,9,1,0.9830108578058698,1
0,17,a0,"(14, 22)",19.0,4,4,1,0.6511728319615889,0
0,18,a1,"(42, 7)",12,2,5,1,0.9056981765309502,0
0,19,a0,"(43, 2)",10.0,2,6,1,0.14568021227497563,1
0,20,a0,"(2, 45)",14.0,4,6,0,0.5127573233409777,0
0,21,a0,"(7, 37)",12.0,1,7,1,0.9774245382077567,2
0,22,a1,"(39, 9)",7.0,4,6,1,0.9878794303335555,0
0,23,a1,"(11, 14)",14.0,3,9,1,0.9034082977146264,0
0,24,a0,"(23, 22)",25.0,1,6,1,0.19489779980640587,0
0,25,a1,"(0, 40)",12.0,3,2,0,0.8141616465813016,1
0,26,a1,"(27, 24)",20.0,4,2,0,0.5242812330820317,1
0,27,a0,"(36, 13)",23.0,2,6,0,0.7028779372378466,1
0,28,a0,"(33, 17)",16.0,4,4,1,0.4319249514577099,2
0,29,a0,"(40, 49)",19.0,1,3,1,0.30467165805251983,1
0,30,a1,"(30, 5)",5.0,4,1,1,0.4247133609687851,0
0,31,a1,"(7, 45)",8.0,3,3,1,0.31473211112837474,1
0,32,a0,"(38, 39)",3.0,4,2,1,0.8576802982866538,2
0,33,a0,"(14, 48)",12.0,1,1,1,0.9457699281358865,0
0,34,a0,"(10, 41)",15.0,3,8,1,0.6600262220517935,0
0,35,a1,"(19, 31)",14.0,1,7,1,0.24455919197426323,2
0,36,a1,"(39, 27)",8.0,1,7,1,0.774611383737495,2
0,37,a0,"(5, 2)",17.0,2,5,1,0.7555176189416384,2
0,38,a0,"(1, 48)",20.0,1,4,0,0.30186158247464956,0
0,39,a0,"(39, 46)",5.0,1,3,1,0.6933087603890183,2
0,40,a1,"(1, 37)",12.0,1,2,1,0.9482385673772715,1
0,41,a1,"(16, 29)",10.0,1,1,0,0.5466157611203605,1
0,42,a1,"(2, 48)",12.0,4,3,0,0.9429773700488574,0
0,43,a1,"(33, 19)",17.0,3,2,1,0.8636202523710498,1
0,44,a0,"(30, 15)",15.0,1,5,1,0.322973709469199,1
0,45,a1,"(45, 3)",4.0,4,7,0,0.6817879781178274,0
0,46,a0,"(2, 27)",9.0,4,7,1,0.3520413980253432,0
0,47,a1,"(32, 42)",6.0,1,6,1,0.10929596044168566,2
0,48,a0,"(4, 27)",6.0,2,3,1,0.3192008818848252,0
0,49,a0,"(46, 25)",13.0,4,4,1,0.5526463794584785,1
0,50,a1,"(37, 21)",12.0,3,6,1,0.9469082557613747,2
0,51,a1,"(25, 14)",9.0,1,2,1,0.8219941641940939,1
0,52,a1,"(18, 29)",10.0,3,1,1,0.7991257718372656,1
0,53,a1,"(20, 11)",10.0,1,9,1,0.2857927242347934,1
0,54,a1,"(13, 43)",12.0,4,9,1,0.3951838470120109,2
0,55,a0,"(34, 40)",13.0,3,8,1,0.7533578237174792,0
0,56,a0,"(9, 34)",10.0,2,4,1,0.25470917213963074,2
0,57,a0,"(45, 15)",7.0,2,6,1,0.35051587257062666,2
0,58,a0,"(39, 11)",22.0,1,3,1,0.11384082910506654,1
0,59,a0,"(11, 22)",9.0,1,9,1,0.2568702750853791,1
0,60,a0,"(36, 16)",20.0,1,7,1,0.6410437029622422,2
0,61,a1,"(14, 14)",7.0,2,4,1,0.2903925881391034,0
0,62,a1,"(29, 11)",21.0,3,3,1,0.2135410104444696,0
