Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a1,"(44, 31)",3.0,4,3,1,0.43193436447823186,0
0,2,a0,"(10, 43)",11.0,2,9,1,0.006121494713481224,2
0,3,a1,"(34, 18)",20.0,2,5,1,0.9424932659051894,1
0,4,a1,"(17, 13)",23.0,2,8,1,0.04646308626241613,1
0,5,a1,"(42, 35)",22.0,1,4,1,0.19712456186941674,0
0,6,a1,"(30, 8)",9.0,4,6,1,0.7314998162693263,0
0,7,a1,"(4, 26)",23.0,3,7,1,0.8527943053416904,2
0,8,a0,"(8, 36)",14.0,2,1,1,0.23127233127978486,2
0,9,a0,"(48, 10)",21.0,4,2,1,0.493450097095425,0
0,10,a1,"(1, 18)",20.0,2,6,0,0.39786225744857884,2
0,11,a0,"(3, 31)",17.0,2,6,1,0.7427773169100198,1
0,12,a1,"(9, 35)",24.0,2,7,1,0.8392024725959903,2
0,13,a1,"(19, 16)",6.0,2,3,1,0.7499630589358182,1
0,14,a1,"(41, 9)",22.0,2,5,1,0.8804099645066041,1
0,15,a0,"(30, 45)",14.0,3,8,1,0.057224586112970766,1
0,16,a1,"(13, 38)",23.0,1,5,1,0.7435391115947065,1
0,17,a1,"(32, 25)",10.0,3,1,1,0.3169676027851981,2
0,18,a0,"(6, 38)",15.0,3,9,1,0.31511238035660316,0
0,19,a0,"(33, 24)",11.0,2,4,1,0.05767475881982065,2
0,20,a1,"(33, 37)",15.0,2,1,0,0.4450247800291973,2
0,21,a1,"(43, 36)",17.0,4,7,0,0.3373827557772664,1
0,22,a1,"(13, 35)",16.0,4,8,1,0.29692821752432064,1
0,23,a0,"(34, 16)",13.0,3,2,1,0.5655936922529319,1
0,24,a0,"(29, 23)",14.0,2,9,1,0.22087723104753587,0
0,25,a0,"(17, 34)",12.0,4,1,1,0.6744426077255795,1
0,26,a0,"(25, 1)",16.0,4,3,1,0.5937740555415949,1
0,27,a0,"(6, 0)",10.0,3,6,0,0.8183824842574619,2
0,28,a0,"(15, 35)",14.0,3,2,1,0.767574896090796,1
0,29,a0,"(34, 9)",10.0,2,7,0,0.6583819412368315,2
0,30,a0,"(5, 10)",22.0,1,3,1,0.34731818735133413,2
0,31,a0,"(46, 32)",6.0,2,1,1,0.22884370051903058,1
0,32,a1,"(22, 28)",18.0,3,1,1,0.9179397733550374,1
0,33,a0,"(27, 24)",21.0,1,7,1,0.08841733880364111,0
0,34,a0,"(11, 18)",13.0,1,6,1,0.8131304766010693,0
0,35,a0,"(39, 23)",17.0,4,9,1,0.10436789256505064,2
0,36,a0,"(28, 47)",6.0,2,6,1,0.11496356266494256,1
0,37,a0,"(10, 44)",8.0,2,8,1,0.6033426436842408,2
0,38,a1,"(36, 5)",23.0,4,5,1,0.4325923944075487,1
0,39,a1,"(35, 37)",12.0,3,1,0,0.6318943505947053,2
0,40,a0,"(22, 49)",5.0,3,9,1,0.6245499021281485,0
0,41,a1,"(35, 18)",12.0,4,6,1,0.9634999662891299,1
0,42,a0,"(28, 34)",19.0,1,8,1,0.7506645677364197,2
0,43,a0,"(4, 33)",21.0,4,5,1,0.0517149098012295,0
0,44,a1,"(1, 19)",10.0,3,6,1,0.20794161787928578,2
0,45,a1,"(25, 9)",6.0,3,3,1,0.3229198774223352,1
0,46,a1,"(25, 41)",13.0,4,2,0,0.3681727363848297,2
0,47,a1,"(37, 17)",11,3,4,1,0.7024778635133133,1
0,48,a1,"(39, 32)",4.0,3,2,1,0.9302280931906747,2
0,49,a1,"(26, 23)",18.0,2,1,1,0.945940274781818,1
0,50,a1,"(25, 40)",14.0,4,7,1,0.3772652850780819,2
0,51,a1,"(9, 39)",26.0,2,8,1,0.4237632350501591,1
0,52,a1,"(2, 26)",18.0,4,5,1,0.16562521160651456,1
0,53,a0,"(4, 20)",11.0,1,6,1,0.9292678981794056,2
0,54,a0,"(24, 29)",24.0,2,3,1,0.13942570582635638,1
0,55,a0,"(41, 15)",20.0,1,6,1,0.6566636706170638,1
0,56,a0,"(10, 13)",5.0,2,4,1,0.1981675497233596,2
0,57,a0,"(8, 42)",24.0,2,9,1,0.6900194780680554,1
0,58,a0,"(47, 25)",7.0,1,6,1,0.9749500395450897,1
0,59,a0,"(26, 44)",6.0,3,6,1,0.8837355135455361,2
