Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a0,"(20, 8)",21.0,3,3,1,0.46708840926808337,0
0,2,a1,"(5, 7)",6.0,1,1,0,0.9808765094249465,0
0,3,a1,"(18, 29)",8.0,3,9,1,0.07923971983885758,0
0,4,a1,"(29, 15)",24.0,4,6,0,0.048371934329986765,0
0,5,a0,"(8, 29)",7.0,2,1,1,0.4360241593972538,0
0,6,a1,"(17, 5)",11.0,3,4,1,0.07362508577135085,1
0,7,a0,"(41, 23)",10.0,2,3,1,0.6327386374936892,0
0,8,a1,"(13, 40)",22.0,2,7,1,0.8134859663596009,0
0,9,a1,"(4, 30)",20.0,4,5,0,0.2496981231442882,1
0,10,a0,"(29, 28)",19.0,3,2,1,0.6718096010039784,2
0,11,a1,"(34, 9)",20.0,4,7,1,0.2550029873677886,0
0,12,a1,"(23, 27)",21.0,3,1,1,0.2455952324997014,0
0,13,a0,"(3, 6)",17.0,3,2,1,0.455289402913195,0
0,14,a0,"(27, 14)",20.0,4,9,1,0.6791133687366833,1
0,15,a1,"(39, 3)",5.0,4,6,1,0.47911930875974085,0
0,16,a1,"(32, 24)",9.0,2,8,1,0.238730876095815,1
0,17,a0,"(34, 20)",22.0,2,4,0,0.3744405327682262,1
0,18,a1,"(17, 32)",24.0,3,9,1,0.3613955615393346,1
0,19,a0,"(44, 33)",8.0,1,3,1,0.07795260199195542,1
0,20,a0,"(19, 12)",9.0,3,6,1,0.42102339984467085,0
0,21,a0,"(38, 18)",10.0,4,7,1,0.08413290756092295,0
0,22,a1,"(14, 30)",20.0,3,8,1,0.6159307458743672,1
0,23,a0,"(4, 35)",8.0,3,8,1,0.02323734779710096,1
0,24,a0,"(24, 19)",20.0,2,4,1,0.13658203718165574,0
0,25,a1,"(44, 12)",21.0,4,7,1,0.043565041118310055,1
0,26,a0,"(27, 4)",9.0,2,3,1,0.170112690853105,0
0,27,a1,"(37, 8)",19.0,3,5,1,0.8755911291060178,1
0,28,a0,"(37, 10)",7.0,3,9,1,0.6402327417294422,2
0,29,a0,"(14, 28)",20.0,3,3,1,0.17444964158477383,0
0,30,a0,"(34, 19)",10.0,3,4,0,0.4393881952443778,1
0,31,a1,"(33, 33)",19.0,2,2,1,0.678134630619212,2
0,32,a0,"(20, 38)",16.0,2,2,1,0.33908027704299526,1
