Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a1,"(45, 9)",18.0,3,2,1,0.35311465951959264,1
0,2,a0,"(26, 48)",16.0,1,4,1,0.7922957770520694,1
0,3,a1,"(7, 39)",20.0,2,3,1,0.014851834942627318,2
0,4,a1,"(9, 32)",24.0,1,6,1,0.036057629670003366,2
0,5,a1,"(36, 35)",7.0,3,7,1,0.7911428398526168,0
0,6,a1,"(32, 4)",7.0,3,1,1,0.5584222464896752,1
0,7,a1,"(30, 14)",21.0,3,8,1,0.7424405042514212,2
0,8,a0,"(15, 5)",18.0,2,6,0,0.6355346782012696,0
0,9,a1,"(12, 41)",20.0,2,6,1,0.05012842963065156,0
0,10,a1,"(11, 26)",18.0,1,2,1,0.41841636316145614,1
0,11,a1,"(37, 14)",24.0,4,9,0,0.6002269955192078,1
0,12,a1,"(4, 8)",15.0,1,8,1,0.3550263674560157,0
0,13,a1,"(43, 21)",14.0,4,6,0,0.5269453532751435,2
0,14,a1,"(12, 26)",9.0,1,6,1,0.8737067072501754,2
0,15,a1,"(26, 15)",13.0,2,1,1,0.7310971343132371,1
0,16,a1,"(28, 6)",14.0,4,3,0,0.02548184285175137,0
0,17,a1,"(21, 49)",10.0,3,8,0,0.015270784967282736,1
0,18,a0,"(37, 22)",20.0,4,8,1,0.08100156855185536,1
0,19,a1,"(3, 33)",14.0,4,1,1,0.9404951084361355,1
0,20,a1,"(11, 1)",19.0,2,2,1,0.31192919920509,1
0,21,a1,"(19, 18)",13.0,4,4,0,0.48450752005872644,0
0,22,a1,"(36, 15)",21.0,4,5,1,0.18198261224014578,2
0,23,a0,"(13, 18)",18.0,4,3,1,0.36632211186583086,1
0,24,a1,"(0, 14)",16.0,1,2,1,0.8285430113133924,2
0,25,a1,"(25, 32)",16.0,2,4,1,0.2119263372368828,1
0,26,a0,"(31, 49)",14.0,4,2,0,0.9573202083087853,1
0,27,a1,"(37, 15)",24.0,4,9,1,0.9246895685494363,1
0,28,a1,"(36, 45)",9.0,1,1,1,0.8287002716238415,0
0,29,a1,"(9, 3)",11.0,4,5,0,0.7971202441754116,0
0,30,a1,"(9, 13)",6.0,2,7,0,0.7468913042405637,1
0,31,a0,"(31, 6)",10.0,3,4,1,0.0033764851452133815,0
0,32,a0,"(25, 18)",23.0,2,7,0,0.22877931533377005,0
0,33,a0,"(32, 15)",22.0,4,6,1,0.6599519024060707,2
0,34,a0,"(11, 37)",24.0,2,2,1,0.9862563735298104,2
0,35,a1,"(8, 0)",3.0,4,8,1,0.9425188802397233,1
0,36,a1,"(8, 40)",21.0,2,9,1,0.1533416259661161,2
0,37,a0,"(12, 10)",10.0,4,6,0,0.6815123537346652,1
0,38,a1,"(24, 17)",25.0,2,4,0,0.2861919038245667,0
0,39,a0,"(46, 20)",11.0,3,5,1,0.23098373296355423,1
0,40,a1,"(24, 16)",8.0,2,7,0,0.435741942707353,0
0,41,a1,"(31, 23)",12.0,3,4,1,0.6782143235330935,2
