Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a0,"(19, 44)",19.0,3,9,0,0.7590994624255215,0
0,2,a1,"(32, 25)",8.0,4,6,0,0.203592631541764,2
0,3,a1,"(13, 41)",10.0,3,4,1,0.01315479070701464,1
0,4,a1,"(9, 37)",23.0,3,8,1,0.8033990367585476,2
0,5,a1,"(34, 16)",25.0,1,6,1,0.027354502665227987,1
0,6,a1,"(2, 8)",4.0,4,4,1,0.23208398616685166,1
0,7,a0,"(26, 22)",20.0,2,7,1,0.4676008842638679,0
0,8,a0,"(20, 48)",21.0,2,9,1,0.6525984014207367,0
0,9,a1,"(26, 1)",12.0,3,3,1,0.8066991080945197,1
0,10,a1,"(30, 32)",13.0,3,3,1,0.5042717947180212,2
0,11,a0,"(19, 12)",16.0,1,5,1,0.07279083002050446,1
0,12,a0,"(29, 29)",10.0,1,1,1,0.12275949813960141,1
0,13,a0,"(28, 49)",11.0,3,6,1,0.48068370532936533,0
0,14,a1,"(33, 9)",26.0,2,9,0,0.8855155871966682,0
0,15,a0,"(31, 33)",24.0,1,3,0,0.5924073810190869,2
0,16,a1,"(48, 43)",17.0,1,1,1,0.5602441434193426,2
0,17,a1,"(15, 41)",14.0,4,3,1,0.04710031477094556,2
0,18,a0,"(13, 24)",22.0,3,6,1,0.4650879303422487,1
0,19,a1,"(20, 32)",15.0,4,7,1,0.16269003918698843,1
0,20,a1,"(1, 18)",17.0,3,3,0,0.8894923088969546,0
0,21,a1,"(16, 33)",6.0,3,3,1,0.2600994838258449,1
0,22,a0,"(10, 7)",7.0,2,1,1,0.19289136427220444,0
0,23,a0,"(7, 31)",13.0,4,6,1,0.2690323240675123,1
0,24,a1,"(9, 44)",12.0,4,6,1,0.7149821267717558,2
0,25,a0,"(14, 7)",21.0,3,3,1,0.5682374361385434,0
0,26,a0,"(29, 13)",8.0,3,7,1,0.030117621198967992,1
0,27,a0,"(11, 18)",14.0,1,5,1,0.5756168557654707,0
0,28,a0,"(18, 34)",23.0,4,8,1,0.1548089611907124,2
0,29,a1,"(21, 38)",23.0,2,1,1,0.3981609124354819,1
0,30,a1,"(26, 13)",9.0,3,8,1,0.36693506923506214,0
0,31,a0,"(39, 27)",14.0,3,9,1,0.006400086587460274,1
0,32,a0,"(6, 20)",8.0,4,4,1,0.01314239734267486,0
0,33,a0,"(10, 33)",10.0,3,7,0,0.2575869692258125,1
0,34,a0,"(9, 33)",9.0,4,8,0,0.5811478889177655,0
0,35,a0,"(39, 16)",18.0,1,9,1,0.5378247263087678,0
0,36,a1,"(45, 19)",16.0,2,5,1,0.14074005269745482,1
0,37,a0,"(29, 48)",10.0,1,8,1,0.05559959356687705,2
0,38,a0,"(38, 14)",12.0,2,1,0,0.7045523092125282,2
0,39,a1,"(27, 45)",12.0,3,5,1,0.014470847464297054,2
0,40,a1,"(19, 35)",24.0,2,5,0,0.3573068720333745,0
0,41,a0,"(9, 39)",10.0,3,7,1,0.07224609736685628,1
0,42,a1,"(5, 1)",19.0,2,1,1,0.32176148729277443,1
0,43,a1,"(35, 1)",8.0,3,2,1,0.7932193096025594,2
0,44,a1,"(44, 13)",25.0,2,8,1,0.6459195768802733,1
0,45,a1,"(1, 16)",8.0,4,2,0,0.7480244034843068,0
0,46,a0,"(33, 7)",21.0,3,5,1,0.16559627407992117,0
0,47,a1,"(30, 35)",18.0,4,4,0,0.8135024754684923,2
0,48,a0,"(35, 40)",3.0,4,1,1,0.8975247892685907,1
0,49,a1,"(39, 17)",8.0,2,2,1,0.760243019144859,2
0,50,a1,"(20, 35)",22.0,3,1,1,0.021812324591278243,0
0,51,a1,"(12, 30)",9.0,1,8,1,0.09482197855955954,0
0,52,a0,"(46, 48)",10.0,4,7,0,0.6153418829057952,0
0,53,a1,"(38, 13)",23.0,1,6,0,0.29466884487554523,2
0,54,a1,"(33, 26)",10.0,2,5,1,0.01928383629507402,1
0,55,a1,"(27, 7)",15.0,2,6,1,0.38604617949825804,0
0,56,a0,"(4, 46)",16.0,2,4,1,0.8855202595799722,1
0,57,a0,"(38, 22)",14.0,1,6,1,0.13230431624209682,1
0,58,a1,"(40, 9)",24.0,1,9,1,0.23735390094352737,0
0,59,a0,"(32, 33)",9.0,4,5,0,0.8573895507105481,2
0,60,a0,"(15, 7)",5.0,2,6,0,0.492629713261564,0
0,61,a0,"(6, 35)",22.0,3,4,0,0.8653031029928256,1
0,62,a0,"(10, 34)",23.0,1,2,0,0.4277486320952273,1
0,63,a1,"(36, 13)",14.0,4,4,1,0.08095319112248112,1
0,64,a0,"(30, 27)",6.0,4,2,1,0.33780805003510195,1
0,65,a1,"(2, 27)",12.0,2,1,1,0.040844009517545965,1
0,66,a0,"(12, 4)",13.0,2,1,1,0.28162470355989133,1
0,67,a0,"(6, 37)",22.0,1,5,0,0.7511138989830276,1
0,68,a1,"(24, 42)",6.0,3,8,1,0.9736256302338926,2
0,69,a1,"(46, 47)",9.0,4,6,0,0.44417391965936914,0
0,70,a1,"(20, 8)",17.0,2,8,0,0.3489398611080339,0
0,71,a0,"(31, 14)",21.0,3,8,1,0.5642873118354097,0
0,72,a0,"(16, 31)",24.0,1,5,1,0.22177080282154715,1
0,73,a0,"(8, 36)",12.0,2,8,1,0.7860729620372833,1
0,74,a0,"(4, 38)",18.0,4,7,1,0.2310685546119995,0
0,75,a1,"(32, 16)",13.0,4,8,1,0.881831805348263,2
0,76,a0,"(11, 7)",7.0,3,1,0,0.45515263033165443,1
0,77,a0,"(24, 41)",14.0,4,2,1,0.10713704591360962,1
0,78,a1,"(31, 5)",18.0,2,2,1,0.6857181675344088,2
0,79,a1,"(24, 46)",16.0,2,2,1,0.23168736757776764,0
0,80,a0,"(27, 35)",22.0,4,3,1,0.04057381825413453,0
0,81,a1,"(47, 22)",7.0,4,6,1,0.2964772653796096,0
0,82,a0,"(13, 43)",13.0,2,6,0,0.7557649459436433,2
0,83,a1,"(39, 38)",13.0,4,7,1,0.18877189444763764,2
0,84,a0,"(46, 8)",22.0,1,7,1,0.6813601606119841,2
0,85,a1,"(14, 24)",6.0,4,8,1,0.30501280712502465,1
0,86,a0,"(15, 38)",9.0,2,7,1,0.47415662828112504,2
0,87,a0,"(36, 16)",9.0,3,3,1,0.746373559520102,2
0,88,a1,"(5, 37)",21.0,4,6,0,0.9475886283255975,1
0,89,a0,"(43, 8)",20.0,3,2,1,0.7160608918517268,0
0,90,a0,"(45, 25)",11.0,4,3,1,0.13615510796927222,0
0,91,a0,"(32, 37)",18.0,3,4,1,0.5915126475830675,2
0,92,a1,"(21, 35)",14.0,3,6,0,0.14588130536585475,0
0,93,a1,"(19, 15)",8.0,2,8,1,0.4615367294591002,1
0,94,a0,"(10, 23)",22.0,2,5,1,0.8832968939774405,0
0,95,a1,"(17, 7)",12.0,3,3,0,0.2017099657712319,1
0,96,a0,"(6, 39)",21.0,4,5,1,0.12643374657957063,2
0,97,a1,"(19, 5)",5.0,4,7,1,0.3896754217354311,0
0,98,a0,"(32, 28)",10.0,4,6,1,0.08331274315957493,0
0,99,a1,"(15, 10)",15.0,3,5,1,0.24116097109560397,1
0,100,a1,"(44, 48)",11.0,4,6,0,0.8831481156111167,0
1,1,a0,"(10, 44)",20.0,3,9,1,0.7590994624255215,0
1,2,a1,"(32, 19)",8.0,4,6,1,0.203592631541764,2
1,3,a1,"(9, 41)",11.0,3,4,1,0.01315479070701464,1
1,4,a1,"(8, 37)",24.0,3,8,0,0.8033990367585476,1
1,5,a1,"(34, 10)",28.0,1,6,1,0.027354502665227987,1
1,7,a0,"(26, 15)",21.0,2,7,1,0.4676008842638679,0
1,8,a0,"(20, 39)",22.0,2,9,1,0.6525984014207367,0
1,9,a1,"(26, 4)",11.0,3,3,1,0.8066991080945197,1
1,10,a1,"(30, 31)",12.0,3,3,0,0.5042717947180212,2
1,11,a0,"(24, 12)",18.0,1,5,1,0.07279083002050446,1
1,12,a0,"(28, 29)",11.0,1,1,1,0.12275949813960141,1
1,13,a0,"(22, 49)",9.0,3,6,1,0.48068370532936533,0
1,14,a1,"(34, 9)",28.0,2,9,0,0.8855155871966682,0
1,15,a0,"(31, 32)",25.0,1,3,0,0.5924073810190869,2
1,16,a1,"(49, 43)",16.0,1,1,1,0.5602441434193426,2
1,17,a1,"(12, 41)",14.0,4,3,1,0.04710031477094556,2
1,18,a0,"(13, 30)",22.0,3,6,1,0.4650879303422487,1
1,19,a1,"(13, 32)",14.0,4,7,1,0.16269003918698843,1
1,20,a1,"(2, 18)",15.0,3,3,0,0.8894923088969546,0
1,21,a1,"(17, 33)",6.0,3,3,0,0.2600994838258449,1
1,22,a0,"(10, 8)",5.0,2,1,1,0.19289136427220444,0
1,23,a0,"(7, 37)",13.0,4,6,1,0.2690323240675123,1
1,24,a1,"(9, 43)",12.0,4,6,0,0.7149821267717558,0
1,25,a0,"(14, 10)",19.0,3,3,1,0.5682374361385434,0
1,26,a0,"(35, 13)",9.0,3,7,1,0.030117621198967992,1
1,27,a0,"(11, 23)",15.0,1,5,1,0.5756168557654707,0
1,28,a0,"(11, 34)",23.0,4,8,1,0.1548089611907124,2
1,29,a1,"(20, 38)",24.0,2,1,1,0.3981609124354819,1
1,30,a1,"(34, 13)",10.0,3,8,1,0.36693506923506214,0
1,31,a0,"(39, 18)",15.0,3,9,1,0.006400086587460274,1
1,32,a0,"(6, 24)",6.0,4,4,1,0.01314239734267486,0
1,33,a0,"(11, 33)",11.0,3,7,0,0.2575869692258125,1
1,34,a0,"(9, 40)",9.0,4,8,1,0.5811478889177655,0
1,35,a0,"(30, 16)",10,1,9,1,0.5378247263087678,0
1,36,a1,"(45, 14)",17.0,2,5,1,0.14074005269745482,1
1,37,a0,"(21, 48)",11.0,1,8,1,0.05559959356687705,2
1,38,a0,"(39, 14)",14.0,2,1,0,0.7045523092125282,1
1,39,a1,"(22, 45)",11.0,3,5,1,0.014470847464297054,2
1,40,a1,"(15, 35)",26.0,2,5,0,0.3573068720333745,0
1,41,a0,"(16, 39)",11.0,3,7,1,0.07224609736685628,1
1,42,a1,"(6, 1)",17.0,2,1,1,0.32176148729277443,1
1,43,a1,"(33, 1)",7.0,3,2,1,0.7932193096025594,2
1,44,a1,"(37, 13)",27.0,2,8,1,0.6459195768802733,1
1,45,a1,"(1, 16)",4.0,4,2,0,0.7480244034843068,0
1,46,a0,"(33, 12)",22.0,3,5,1,0.16559627407992117,0
1,47,a1,"(30, 35)",18.0,4,4,0,0.8135024754684923,2
1,49,a1,"(37, 17)",10.0,2,2,1,0.760243019144859,2
1,50,a1,"(20, 34)",22.0,3,1,0,0.021812324591278243,0
1,51,a1,"(12, 38)",12.0,1,8,1,0.09482197855955954,0
1,52,a0,"(46, 48)",6.0,4,7,0,0.6153418829057952,0
1,53,a1,"(32, 13)",26.0,1,6,1,0.29466884487554523,2
1,54,a1,"(33, 21)",11.0,2,5,1,0.01928383629507402,1
1,55,a1,"(27, 13)",16.0,2,6,1,0.38604617949825804,0
1,56,a0,"(8, 46)",17.0,2,4,1,0.8855202595799722,1
1,57,a0,"(38, 16)",17.0,1,6,1,0.13230431624209682,1
1,58,a1,"(40, 16)",27.0,1,9,1,0.23735390094352737,0
1,59,a0,"(27, 33)",7.0,4,5,1,0.8573895507105481,2
1,60,a0,"(21, 7)",5.0,2,6,0,0.492629713261564,0
1,61,a0,"(10, 35)",23.0,3,4,1,0.8653031029928256,1
1,62,a0,"(9, 34)",26.0,1,2,0,0.4277486320952273,1
1,63,a1,"(36, 14)",14.0,4,4,0,0.08095319112248112,1
1,64,a0,"(30, 25)",5.0,4,2,1,0.33780805003510195,1
1,65,a1,"(2, 28)",12.0,2,1,1,0.040844009517545965,1
1,66,a0,"(12, 5)",11.0,2,1,1,0.28162470355989133,1
1,67,a0,"(6, 38)",25.0,1,5,0,0.7511138989830276,1
1,68,a1,"(20, 42)",6.0,3,8,0,0.9736256302338926,0
1,69,a1,"(46, 47)",5.0,4,6,0,0.44417391965936914,0
1,70,a1,"(28, 8)",18.0,2,8,1,0.3489398611080339,0
1,71,a0,"(37, 14)",22.0,3,8,1,0.5642873118354097,0
1,72,a0,"(11, 31)",26.0,1,5,1,0.22177080282154715,1
1,73,a0,"(7, 36)",14.0,2,8,0,0.7860729620372833,2
1,74,a0,"(11, 38)",18.0,4,7,1,0.2310685546119995,0
1,75,a1,"(33, 16)",13.0,4,8,0,0.881831805348263,0
1,76,a0,"(10, 7)",4.0,3,1,1,0.45515263033165443,1
1,77,a0,"(24, 39)",12.0,4,2,1,0.10713704591360962,1
1,78,a1,"(31, 7)",19.0,2,2,1,0.6857181675344088,2
1,79,a1,"(24, 44)",16.0,2,2,1,0.23168736757776764,0
1,80,a0,"(27, 32)",20.0,4,3,1,0.04057381825413453,0
1,81,a1,"(41, 22)",6.0,4,6,1,0.2964772653796096,0
1,82,a0,"(13, 37)",15.0,2,6,1,0.7557649459436433,2
1,83,a1,"(39, 31)",10.0,4,7,1,0.18877189444763764,2
1,84,a0,"(39, 8)",24.0,1,7,1,0.6813601606119841,2
1,85,a1,"(14, 28)",5.0,4,8,0,0.30501280712502465,1
1,86,a0,"(8, 38)",11.0,2,7,1,0.47415662828112504,2
1,87,a0,"(37, 16)",10.0,3,3,0,0.746373559520102,1
1,88,a1,"(11, 37)",21.0,4,6,1,0.9475886283255975,1
1,89,a0,"(41, 8)",20.0,3,2,1,0.7160608918517268,0
1,90,a0,"(42, 25)",9.0,4,3,1,0.13615510796927222,0
1,91,a0,"(32, 41)",16.0,3,4,1,0.5915126475830675,2
1,92,a1,"(21, 41)",14.0,3,6,1,0.14588130536585475,0
1,93,a1,"(27, 15)",9.0,2,8,1,0.4615367294591002,1
1,94,a0,"(10, 28)",23.0,2,5,0,0.8832968939774405,0
1,95,a1,"(17, 4)",10.0,3,3,1,0.2017099657712319,1
1,96,a0,"(6, 39)",21.0,4,5,1,0.12643374657957063,2
1,97,a1,"(26, 5)",3.0,4,7,1,0.3896754217354311,0
1,98,a0,"(32, 22)",9.0,4,6,1,0.08331274315957493,0
1,99,a1,"(20, 10)",14.0,3,5,1,0.24116097109560397,1
1,100,a1,"(44, 48)",7.0,4,6,0,0.8831481156111167,0
1,136,a0,"(30, 11)",13.0,1,9,1,0.5378247263087678,0
2,1,a0,"(10, 36)",21.0,3,9,1,0.7590994624255215,0
2,2,a1,"(31, 19)",8.0,4,6,0,0.203592631541764,2
2,3,a1,"(9, 38)",12.0,3,4,1,0.01315479070701464,1
2,4,a1,"(8, 35)",25.0,3,8,0,0.8033990367585476,1
2,5,a1,"(34, 15)",31.0,1,6,1,0.027354502665227987,1
2,7,a0,"(33, 15)",23.0,2,7,1,0.4676008842638679,0
2,8,a0,"(11, 39)",24.0,2,9,1,0.6525984014207367,0
2,9,a1,"(26, 4)",11.0,3,3,1,0.8066991080945197,1
2,10,a1,"(30, 28)",11.0,3,3,1,0.5042717947180212,2
2,11,a0,"(29, 12)",20.0,1,5,1,0.07279083002050446,1
2,12,a0,"(28, 28)",12.0,1,1,1,0.12275949813960141,1
2,13,a0,"(16, 49)",8.0,3,6,1,0.48068370532936533,0
2,14,a1,"(34, 18)",30.0,2,9,1,0.8855155871966682,0
2,15,a0,"(31, 29)",26.0,1,3,1,0.5924073810190869,2
2,16,a1,"(48, 43)",15.0,1,1,1,0.5602441434193426,2
2,17,a1,"(12, 44)",14.0,4,3,1,0.04710031477094556,2
2,18,a0,"(13, 34)",23.0,3,6,0,0.4650879303422487,1
2,19,a1,"(13, 35)",14.0,4,7,0,0.16269003918698843,1
2,20,a1,"(5, 18)",13.0,3,3,1,0.8894923088969546,0
2,21,a1,"(17, 36)",6.0,3,3,1,0.2600994838258449,1
2,22,a0,"(10, 8)",3.0,2,1,0,0.19289136427220444,0
2,23,a0,"(7, 38)",13.0,4,6,0,0.2690323240675123,1
2,24,a1,"(14, 43)",12.0,4,6,1,0.7149821267717558,0
2,25,a0,"(14, 13)",17.0,3,3,1,0.5682374361385434,0
2,26,a0,"(35, 14)",10.0,3,7,0,0.030117621198967992,1
2,27,a0,"(11, 28)",17.0,1,5,1,0.5756168557654707,0
2,28,a0,"(11, 42)",23.0,4,8,1,0.1548089611907124,2
2,29,a1,"(20, 37)",25.0,2,1,1,0.3981609124354819,1
2,30,a1,"(34, 14)",11.0,3,8,0,0.36693506923506214,0
2,31,a0,"(30, 18)",16.0,3,9,1,0.006400086587460274,1
2,32,a0,"(10, 24)",4.0,4,4,1,0.01314239734267486,0
2,33,a0,"(12, 33)",12.0,3,7,0,0.2575869692258125,1
2,34,a0,"(16, 40)",9.0,4,8,1,0.5811478889177655,0
2,35,a0,"(31, 16)",13.0,1,9,0,0.5378247263087678,1
2,36,a1,"(41, 14)",18.0,2,5,1,0.14074005269745482,1
2,37,a0,"(21, 40)",13.0,1,8,1,0.05559959356687705,2
2,38,a0,"(40, 14)",16.0,2,1,0,0.7045523092125282,0
2,39,a1,"(17, 45)",11.0,3,5,1,0.014470847464297054,2
2,40,a1,"(15, 36)",28.0,2,5,0,0.3573068720333745,1
2,41,a0,"(10, 39)",12.0,3,7,1,0.07224609736685628,1
2,42,a1,"(5, 1)",15.0,2,1,1,0.32176148729277443,1
2,43,a1,"(33, 3)",6.0,3,2,1,0.7932193096025594,2
2,44,a1,"(37, 12)",29.0,2,8,0,0.6459195768802733,2
2,46,a0,"(32, 12)",23.0,3,5,0,0.16559627407992117,0
2,47,a1,"(26, 35)",16.0,4,4,1,0.8135024754684923,2
2,49,a1,"(37, 15)",12.0,2,2,1,0.760243019144859,2
2,50,a1,"(19, 34)",22.0,3,1,1,0.021812324591278243,0
2,51,a1,"(12, 37)",15.0,1,8,0,0.09482197855955954,0
2,52,a0,"(46, 48)",2.0,4,7,0,0.6153418829057952,0
2,53,a1,"(32, 18)",29.0,1,6,1,0.29466884487554523,2
2,54,a1,"(33, 18)",13.0,2,5,1,0.01928383629507402,1
2,55,a1,"(33, 13)",18.0,2,6,1,0.38604617949825804,0
2,56,a0,"(8, 42)",19.0,2,4,1,0.8855202595799722,1
2,57,a0,"(38, 17)",20.0,1,6,0,0.13230431624209682,1
2,58,a1,"(40, 15)",30.0,1,9,0,0.23735390094352737,0
2,59,a0,"(27, 34)",5.0,4,5,0,0.8573895507105481,0
2,60,a0,"(21, 13)",5.0,2,6,1,0.492629713261564,0
2,61,a0,"(14, 35)",12,3,4,1,0.8653031029928256,1
2,62,a0,"(9, 36)",29.0,1,2,1,0.4277486320952273,1
2,63,a1,"(36, 15)",14.0,4,4,0,0.08095319112248112,1
2,64,a0,"(30, 23)",4.0,4,2,1,0.33780805003510195,1
2,65,a1,"(1, 28)",12.0,2,1,1,0.040844009517545965,1
2,66,a0,"(12, 4)",9.0,2,1,1,0.28162470355989133,1
2,67,a0,"(5, 38)",28.0,1,5,0,0.7511138989830276,2
2,68,a1,"(12, 42)",7.0,3,8,1,0.9736256302338926,0
2,69,a1,"(46, 47)",1.0,4,6,0,0.44417391965936914,0
2,70,a1,"(36, 8)",19.0,2,8,1,0.3489398611080339,0
2,71,a0,"(29, 14)",23.0,3,8,1,0.5642873118354097,0
2,72,a0,"(11, 35)",29.0,1,5,1,0.22177080282154715,1
2,73,a0,"(7, 35)",16.0,2,8,0,0.7860729620372833,1
2,74,a0,"(10, 38)",18.0,4,7,0,0.2310685546119995,0
2,75,a1,"(33, 17)",13.0,4,8,0,0.881831805348263,0
2,76,a0,"(10, 7)",1.0,3,1,0,0.45515263033165443,0
2,77,a0,"(26, 39)",10.0,4,2,1,0.10713704591360962,1
2,78,a1,"(29, 7)",20.0,2,2,1,0.6857181675344088,2
2,79,a1,"(22, 44)",16.0,2,2,1,0.23168736757776764,0
2,80,a0,"(26, 32)",18.0,4,3,0,0.04057381825413453,0
2,81,a1,"(35, 22)",5.0,4,6,1,0.2964772653796096,0
2,82,a0,"(13, 42)",17.0,2,6,1,0.7557649459436433,2
2,83,a1,"(39, 24)",9.0,4,7,1,0.18877189444763764,2
2,84,a0,"(39, 15)",27.0,1,7,1,0.6813601606119841,2
2,85,a1,"(14, 34)",5.0,4,8,0,0.30501280712502465,0
2,86,a0,"(8, 39)",13.0,2,7,0,0.47415662828112504,1
2,87,a0,"(37, 19)",11.0,3,3,1,0.746373559520102,1
2,88,a1,"(11, 36)",21.0,4,6,0,0.9475886283255975,0
2,89,a0,"(42, 8)",20.0,3,2,0,0.7160608918517268,2
2,90,a0,"(42, 22)",8.0,4,3,1,0.13615510796927222,0
