Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a1,"(8, 21)",9.0,4,5,1,0.4862782766315681,2
0,2,a1,"(35, 17)",24.0,1,3,1,0.20734506534411556,0
0,3,a1,"(9, 23)",8.0,4,4,0,0.896093495274934,0
0,4,a1,"(18, 34)",25.0,1,2,0,0.4115517448955822,1
0,5,a0,"(3, 25)",11.0,4,8,1,0.12222450731697831,1
0,6,a1,"(40, 48)",16.0,1,4,1,0.088178504486497,2
0,7,a1,"(18, 45)",15.0,2,1,1,0.8608865821139392,1
0,8,a1,"(44, 29)",9.0,4,5,1,0.03879443541662109,2
0,9,a0,"(41, 3)",22.0,4,6,1,0.26771347665953826,2
0,10,a1,"(24, 32)",10.0,3,3,1,0.47333304783705765,1
0,11,a0,"(32, 23)",9.0,4,9,1,0.27292786788286394,2
0,12,a0,"(14, 43)",23.0,2,1,1,0.34426821909210437,1
0,13,a1,"(25, 33)",5.0,4,2,0,0.09976082537528463,2
0,14,a1,"(38, 35)",6.0,2,1,1,0.3606321409865729,0
0,15,a1,"(30, 31)",17.0,4,7,1,0.629168337732362,2
0,16,a0,"(46, 26)",11.0,3,9,1,0.6055734537584466,1
0,17,a0,"(25, 44)",21.0,2,1,0,0.6126681873652402,1
0,18,a0,"(48, 42)",5.0,1,1,1,0.2275479136499049,2
0,19,a0,"(43, 49)",23.0,1,2,1,0.5725933709051257,1
0,20,a0,"(45, 19)",19.0,1,8,1,0.621228555958582,2
0,21,a1,"(30, 20)",14.0,2,9,1,0.5675260602813538,0
0,22,a1,"(34, 21)",12.0,2,5,1,0.3201854995058575,0
0,23,a1,"(20, 12)",11.0,4,8,1,0.2235402564565626,0
0,24,a1,"(12, 8)",6.0,1,4,1,0.9085103701983822,0
0,25,a0,"(41, 15)",26.0,1,7,1,0.3392597961485354,1
0,26,a1,"(46, 43)",11.0,1,1,1,0.8066611938736368,1
0,27,a0,"(47, 27)",6.0,4,1,1,0.3042188139625732,2
0,28,a1,"(7, 10)",16.0,2,1,1,0.6811315951158535,1
0,29,a1,"(36, 25)",22.0,3,2,1,0.9656044467753583,0
0,30,a0,"(26, 14)",24.0,1,9,1,0.7634660085136876,0
0,31,a0,"(6, 40)",21.0,1,6,1,0.8044446928834927,2
0,32,a0,"(4, 33)",23.0,1,4,1,0.14132311046180124,0
0,33,a0,"(20, 13)",9.0,1,3,0,0.29016394432743675,0
0,34,a1,"(34, 24)",9.0,3,2,1,0.6801011230964237,1
0,35,a1,"(16, 4)",20.0,3,4,1,0.4774582481912558,1
0,36,a1,"(10, 3)",17.0,4,3,1,0.26293061333154477,2
0,37,a0,"(12, 33)",19.0,3,7,1,0.6219807070601989,0
0,38,a0,"(33, 27)",19.0,1,4,1,0.0397713512150103,2
0,39,a0,"(9, 17)",16.0,1,2,0,0.9274116661092185,0
0,40,a1,"(28, 13)",26.0,1,5,1,0.8191043673227003,1
0,41,a0,"(14, 11)",10.0,3,8,1,0.3128527988763985,0
0,42,a1,"(12, 14)",11.0,1,4,1,0.6222557597100954,0
0,43,a1,"(17, 24)",21.0,3,7,1,0.46166601027495424,2
0,44,a1,"(8, 40)",21.0,3,7,1,0.7331561989135618,2
