Step,AgentID,name,position,sugar,metabolism,vision,strategy,influenciability,belief
0,1,a1,"(12, 44)",16.0,3,6,1,0.2870686794630257,1
0,2,a0,"(44, 34)",9.0,3,2,1,0.18942792611968995,0
0,3,a1,"(37, 23)",23.0,1,8,1,0.1464327946077214,2
0,4,a0,"(25, 38)",19.0,4,2,1,0.264265550293606,0
0,5,a1,"(13, 11)",13.0,4,2,1,0.6345304801441465,2
0,6,a1,"(33, 9)",22.0,1,6,1,0.3770661976783558,2
0,7,a0,"(0, 23)",20.0,4,5,1,0.24027843777327318,2
0,8,a1,"(30, 6)",17.0,3,9,1,0.3381509914343829,1
0,9,a1,"(19, 33)",10.0,4,5,1,0.2048041541934501,0
0,10,a1,"(10, 21)",20.0,3,5,1,0.3570092722079735,1
0,11,a1,"(48, 28)",6.0,4,2,1,0.7392200813715931,1
0,12,a0,"(24, 43)",10.0,2,8,1,0.07967741633486225,0
0,13,a1,"(36, 11)",11,2,9,1,0.7689951450989718,0
0,14,a0,"(31, 11)",12.0,1,4,1,0.0923859667690311,2
0,15,a1,"(11, 36)",22.0,1,9,1,0.05214076838342785,0
0,16,a1,"(9, 33)",16.0,4,3,1,0.3507292705609242,0
0,17,a0,"(16, 10)",19.0,3,6,1,0.8887206637356502,0
0,18,a1,"(37, 13)",23.0,4,7,1,0.8330786702546661,0
0,19,a0,"(30, 18)",16.0,3,9,1,0.49103532469297406,0
0,20,a0,"(30, 43)",15.0,3,7,1,0.5599446090312045,2
0,21,a0,"(3, 16)",13.0,1,8,1,0.3933639112678827,1
0,22,a0,"(6, 31)",17.0,2,3,1,0.6364812074155777,1
0,23,a0,"(33, 37)",10.0,2,3,1,0.9133673677285631,0
0,24,a1,"(16, 39)",13.0,1,9,0,0.7057367065555085,1
0,25,a0,"(30, 15)",11.0,2,5,1,0.1772251018859088,1
0,26,a0,"(13, 35)",18.0,4,4,1,0.052670725966919574,1
0,27,a0,"(25, 7)",21.0,2,9,1,0.8858556055171876,2
0,28,a1,"(23, 7)",22.0,3,7,1,0.2561063880858019,2
0,29,a1,"(18, 21)",14.0,4,5,1,0.021852827064270386,2
0,30,a1,"(3, 10)",5.0,4,6,1,0.07277446263867238,0
0,31,a1,"(13, 7)",7.0,2,1,1,0.5664171184385598,0
0,32,a0,"(29, 6)",15.0,1,1,0,0.6918741192963552,1
0,33,a0,"(14, 27)",23.0,1,5,1,0.36248149403274244,2
0,34,a1,"(33, 19)",16.0,1,2,0,0.5276529075139073,2
0,35,a0,"(43, 27)",18.0,1,8,1,0.5347097877694508,1
0,36,a1,"(37, 5)",15.0,1,4,1,0.2522496562071571,2
0,37,a1,"(35, 10)",7.0,4,6,1,0.4681130480400796,1
0,38,a0,"(11, 38)",27.0,1,9,1,0.9774798817808025,0
0,39,a1,"(12, 33)",19.0,4,6,1,0.4497032266867703,1
0,40,a1,"(12, 41)",23.0,4,1,1,0.22187225502284846,2
0,41,a0,"(17, 15)",21.0,4,8,1,0.2974568811886865,0
0,42,a0,"(12, 11)",7.0,3,9,1,0.6727108276666501,0
0,43,a0,"(5, 46)",21.0,1,5,1,0.37942293942256755,1
0,44,a1,"(33, 20)",19.0,1,2,0,0.5763868618734675,2
0,45,a1,"(10, 33)",14.0,2,7,1,0.6062579215943968,1
0,46,a0,"(3, 36)",8.0,3,9,1,0.31555808024147536,0
0,47,a0,"(39, 44)",13.0,3,7,1,0.9070406438244805,1
0,48,a0,"(48, 0)",19.0,3,2,1,0.5958477130281133,2
0,49,a1,"(40, 47)",5.0,3,5,1,0.24616367417333562,2
0,50,a0,"(31, 18)",16.0,2,6,1,0.04512870180509998,1
0,51,a1,"(39, 20)",8.0,2,1,1,0.18723526866161233,1
0,52,a1,"(38, 15)",19.0,4,7,1,0.18668172082182288,1
0,53,a0,"(13, 29)",23.0,3,3,1,0.8290746430724748,0
0,54,a1,"(8, 34)",16.0,4,6,1,0.13852885560593242,1
0,55,a1,"(37, 17)",8.0,4,6,1,0.3635106828528727,2
0,56,a1,"(13, 36)",10.0,4,9,1,0.14071597180922824,2
0,57,a0,"(11, 14)",5.0,4,9,1,0.5121793469008171,2
0,58,a1,"(20, 45)",12.0,4,7,1,0.21048977154500237,1
0,59,a1,"(26, 30)",25.0,1,1,1,0.6756066999838205,1
0,60,a0,"(40, 15)",10.0,1,7,1,0.09107579310616565,2
0,61,a0,"(9, 23)",12.0,1,8,1,0.7660184615832962,0
0,62,a1,"(34, 41)",15.0,1,4,0,0.7868154634673113,2
0,63,a0,"(37, 11)",12.0,1,6,1,0.07508416572395948,1
0,64,a0,"(39, 18)",13.0,2,2,0,0.8959539936320399,2
0,65,a1,"(2, 14)",19.0,1,2,1,0.8796516699948778,0
0,66,a1,"(40, 16)",14.0,2,9,0,0.6313099634447824,2
0,67,a1,"(35, 20)",15.0,4,1,1,0.0934117769642393,1
0,68,a0,"(40, 28)",6.0,4,3,1,0.7204163240082087,1
0,69,a0,"(43, 16)",21.0,4,6,1,0.7247038929829313,0
0,70,a0,"(28, 14)",10.0,3,5,1,0.46742111973233236,1
0,71,a0,"(39, 16)",11.0,1,7,0,0.7971283313087989,0
0,72,a0,"(20, 32)",14.0,3,2,1,0.7490957876580538,0
0,73,a0,"(30, 11)",23.0,2,4,1,0.7485869350408808,0
0,74,a0,"(29, 9)",9.0,1,6,1,0.8176773375031237,2
0,75,a1,"(20, 40)",8.0,2,1,1,0.6554777061199588,1
0,76,a0,"(5, 17)",7.0,4,8,1,0.018831663693028133,1
0,77,a0,"(14, 8)",7.0,4,8,1,0.4051245914994577,1
